filename,plate_label,image_path,labeled_at_utc
"ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q1.png",PD-2947,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q1.png",2026-03-01T01:19:33.367787+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q2.png",PD-5372,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q2.png",2026-03-01T01:19:33.666782+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q3.png",PD-1039,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q3.png",2026-03-01T01:19:33.795724+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q4.png",PD-7514,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_16_PM_q4.png",2026-03-01T01:19:33.936783+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q1.png",PD-6215,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q1.png",2026-03-01T01:19:34.084353+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q2.png",PD-4829,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q2.png",2026-03-01T01:19:34.225878+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q3.png",PD-7706,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q3.png",2026-03-01T01:19:34.368661+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q4.png",PD-3501,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_19_PM_q4.png",2026-03-01T01:19:34.505708+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q1.png",PD-0675,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q1.png",2026-03-01T01:19:34.647672+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q2.png",PD-9239,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q2.png",2026-03-01T01:19:34.796403+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q3.png",PD-4918,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q3.png",2026-03-01T01:19:34.956672+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q4.png",PD-2659,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_22_PM_q4.png",2026-03-01T01:19:35.111849+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q1.png",PD-3489,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q1.png",2026-03-01T01:19:35.274694+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q2.png",PD-7253,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q2.png",2026-03-01T01:19:35.421836+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q3.png",PD-4605,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q3.png",2026-03-01T01:19:35.587635+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q4.png",PD-1908,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_24_PM_q4.png",2026-03-01T01:19:35.759640+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q1.png",PD-8576,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q1.png",2026-03-01T01:19:35.917197+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q2.png",PD-2741,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q2.png",2026-03-01T01:19:36.077611+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q3.png",PD-1087,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q3.png",2026-03-01T01:19:36.254651+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q4.png",PD-5423,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_27_PM_q4.png",2026-03-01T01:19:36.407650+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q1.png",PD-8152,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q1.png",2026-03-01T01:19:36.554034+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q2.png",PD-3927,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q2.png",2026-03-01T01:19:36.713632+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q3.png",PD-5598,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q3.png",2026-03-01T01:19:36.861169+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q4.png",PD-2064,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_31_PM_q4.png",2026-03-01T01:19:37.025757+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q1.png",37406,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q1.png",2026-03-01T01:19:37.185484+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q2.png",62478,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q2.png",2026-03-01T01:19:37.339519+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q3.png",91043,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q3.png",2026-03-01T01:19:37.513538+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q4.png",58064,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_40_PM_q4.png",2026-03-01T01:19:37.681597+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q1.png",26357,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q1.png",2026-03-01T01:19:37.853569+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q2.png",17480,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q2.png",2026-03-01T01:19:37.999856+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q3.png",80372,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q3.png",2026-03-01T01:19:38.159956+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q4.png",42853,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_45_PM_q4.png",2026-03-01T01:19:38.328555+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q1.png",36213,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q1.png",2026-03-01T01:19:38.475540+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q2.png",73766,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q2.png",2026-03-01T01:19:38.648157+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q3.png",48620,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q3.png",2026-03-01T01:19:38.789585+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q4.png",37543,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_48_PM_q4.png",2026-03-01T01:19:38.945521+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q1.png",40278,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q1.png",2026-03-01T01:19:39.106470+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q2.png",53849,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q2.png",2026-03-01T01:19:39.267502+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q3.png",37532,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q3.png",2026-03-01T01:19:39.441478+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q4.png",16167,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_51_PM_q4.png",2026-03-01T01:19:39.605493+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q1.png",20481,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q1.png",2026-03-01T01:19:39.747385+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q2.png",69157,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q2.png",2026-03-01T01:19:39.896504+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q3.png",65723,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q3.png",2026-03-01T01:19:40.045781+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q4.png",44798,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_53_PM_q4.png",2026-03-01T01:19:40.217491+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q1.png",87516,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q1.png",2026-03-01T01:19:40.383417+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q2.png",50412,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q2.png",2026-03-01T01:19:40.554441+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q3.png",62140,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q3.png",2026-03-01T01:19:40.704320+00:00
"ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q4.png",86877,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_52_57_PM_q4.png",2026-03-01T01:19:40.835499+00:00
"ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q1.png",670381,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q1.png",2026-03-01T01:19:41.166341+00:00
"ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q2.png",752684,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q2.png",2026-03-01T01:19:41.367421+00:00
"ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q3.png",148237,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q3.png",2026-03-01T01:19:41.542374+00:00
"ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q4.png",506975,"/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/ChatGPT_Image_Feb_28,_2026,_07_53_03_PM_q4.png",2026-03-01T01:19:41.730396+00:00
PoleTag_3.jpg,625296,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_3.jpg,2026-03-01T01:19:41.906378+00:00
PoleTag_4.jpg,625296,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_4.jpg,2026-03-01T01:19:42.293623+00:00
PoleTag_5.jpg,625296,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_5.jpg,2026-03-01T01:19:42.545384+00:00
PoleTag_12.jpg,15925,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_12.jpg,2026-03-01T01:19:42.773400+00:00
PoleTag_13.jpg,PD-8176,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_13.jpg,2026-03-01T01:19:43.025382+00:00
PoleTag_14.png,PD41459,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_14.png,2026-03-01T01:19:43.566294+00:00
PoleTag_15.png,PD41459,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_15.png,2026-03-01T01:19:44.027235+00:00
PoleTag_16.jpg,735033,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_16.jpg,2026-03-01T01:19:44.742911+00:00
PoleTag_21.jpg,544344,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_21.jpg,2026-03-01T01:19:45.411194+00:00
PoleTag_22.jpg,61868,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_22.jpg,2026-03-01T01:19:51.415177+00:00
PoleTag_23.jpg,C-5757,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_23.jpg,2026-03-01T01:19:52.677386+00:00
PoleTag_24.jpg,61868,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_24.jpg,2026-03-01T01:19:54.827745+00:00
PoleTag_25.jpg,444194,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_25.jpg,2026-03-01T01:19:54.986749+00:00
PoleTag_26.jpg,444194,/Users/marshall/Documents/hackathon/gridstorm-polepad-ai/model/images/PoleTag_26.jpg,2026-03-01T01:19:55.122752+00:00
